return_id,order_id,product_id,qty,reason,processed_date,refund_amount
RT_aeef968fdf13e92d3b80306d114ed681,aeef968fdf13e92d3b80306d114ed681,,1,canceled/unavailable,2017-03-02,123.27
RT_3f191c1edeb80678998ec0c8683cefcc,3f191c1edeb80678998ec0c8683cefcc,,1,canceled/unavailable,2018-02-20,46.0
RT_084d2c70d33f8b9a1e21393471844591,084d2c70d33f8b9a1e21393471844591,,1,canceled/unavailable,2017-05-16,55.59
RT_60260cf275316912451558bb743bbfc7,60260cf275316912451558bb743bbfc7,,1,canceled/unavailable,2017-06-27,70.41
RT_93274b931b5771bd02154c9b716168ba,93274b931b5771bd02154c9b716168ba,,1,canceled/unavailable,2018-05-08,62.93
RT_08ea65e91550ee222548404d16eb06b4,08ea65e91550ee222548404d16eb06b4,,1,canceled/unavailable,2017-11-14,50.5
RT_63802c52ced9ff923c962ecbf4b3a2a2,63802c52ced9ff923c962ecbf4b3a2a2,,1,canceled/unavailable,2017-12-03,420.17
RT_a0c1b0545665f839199e53177bc639f7,a0c1b0545665f839199e53177bc639f7,,1,canceled/unavailable,2017-11-23,32.09
RT_8c0ba0ee5bf1417ede40de0a3621f727,8c0ba0ee5bf1417ede40de0a3621f727,,1,canceled/unavailable,2017-09-29,368.39
RT_943625151a5d8d00da80e96a90930e03,943625151a5d8d00da80e96a90930e03,,1,canceled/unavailable,2018-02-17,50.63
RT_e7e4ea34d176d9efab560f0db16925fb,e7e4ea34d176d9efab560f0db16925fb,,1,canceled/unavailable,2017-11-30,173.68
RT_2ad4df0af7a71d632dccc0129bee3268,2ad4df0af7a71d632dccc0129bee3268,,1,canceled/unavailable,2018-07-30,249.42
RT_151e44f3dd461fe0838b6f59f884749f,151e44f3dd461fe0838b6f59f884749f,,1,canceled/unavailable,2018-02-22,93.3
RT_4e27ad7f1a6821ceddc8442eb1875014,4e27ad7f1a6821ceddc8442eb1875014,,1,canceled/unavailable,2018-04-16,69.67
RT_8c8527960c6b98fe66936cff2603d394,8c8527960c6b98fe66936cff2603d394,,1,canceled/unavailable,2017-07-03,58.78
RT_7aa23447e2b8d82e2355605aeac705b4,7aa23447e2b8d82e2355605aeac705b4,,1,canceled/unavailable,2017-11-23,712.71
RT_64a58e424494f1f8ed5895885b9dfe16,64a58e424494f1f8ed5895885b9dfe16,,1,canceled/unavailable,2017-10-23,62.23
RT_0a472c47d928bf4cd8b6a7a30345eeb7,0a472c47d928bf4cd8b6a7a30345eeb7,,1,canceled/unavailable,2018-08-30,490.99
RT_c0341f028a07cb3196e3bf4e850066bb,c0341f028a07cb3196e3bf4e850066bb,,1,canceled/unavailable,2017-03-23,88.09
RT_569d43a54c364df5b367ab33e96eacf0,569d43a54c364df5b367ab33e96eacf0,,1,canceled/unavailable,2017-10-31,61.73
RT_6d928ae5792f61a71bb3e3e528bf4a28,6d928ae5792f61a71bb3e3e528bf4a28,,1,canceled/unavailable,2017-05-06,510.99
RT_82b564e3b8efa4e060e5c950cb6fa9ad,82b564e3b8efa4e060e5c950cb6fa9ad,,1,canceled/unavailable,2018-07-15,56.47
RT_95251874fe384d74df990ccb85bea4ab,95251874fe384d74df990ccb85bea4ab,,1,canceled/unavailable,2017-07-05,162.27
RT_ccd4eb95e68cb64e666ddcb84f8dfb1e,ccd4eb95e68cb64e666ddcb84f8dfb1e,,1,canceled/unavailable,2018-03-05,84.48
RT_6a30e349ceba14fcd64f13c3fd62aed3,6a30e349ceba14fcd64f13c3fd62aed3,,1,canceled/unavailable,2018-03-10,276.99
RT_f71952473c83952e23fb55146d59bfe2,f71952473c83952e23fb55146d59bfe2,,1,canceled/unavailable,2018-03-10,253.35
RT_c47e4de55f6735f7ddc4c6026769d569,c47e4de55f6735f7ddc4c6026769d569,,1,canceled/unavailable,2018-02-28,61.19
RT_37e5806494067b6dcc269c80c272eab2,37e5806494067b6dcc269c80c272eab2,,1,canceled/unavailable,2018-03-08,182.26
RT_8abd0f2c3a61336c2ee97b2785175332,8abd0f2c3a61336c2ee97b2785175332,,1,canceled/unavailable,2018-04-19,41.14
RT_f0f94b7c7548150f33f5d9e7597d396f,f0f94b7c7548150f33f5d9e7597d396f,,1,canceled/unavailable,2018-05-25,148.95
RT_7e30f6ae5435d7c05b487f7b5e1d61ba,7e30f6ae5435d7c05b487f7b5e1d61ba,,1,canceled/unavailable,2018-02-28,37.77
RT_5754d3172f19f363edbaf03691b9f989,5754d3172f19f363edbaf03691b9f989,,1,canceled/unavailable,2018-02-09,41.79
RT_b4ec6d93789e37e779f86f3b7a9982e5,b4ec6d93789e37e779f86f3b7a9982e5,,1,canceled/unavailable,2017-10-10,85.23
RT_e928f5fbefb30f228db4678d9222b231,e928f5fbefb30f228db4678d9222b231,,1,canceled/unavailable,2017-05-12,43.0
RT_752c0993c4993edea8eac33fda648244,752c0993c4993edea8eac33fda648244,,1,canceled/unavailable,2017-11-22,24.77
RT_b7d469b7eb3c07c6d4b96d505c811fea,b7d469b7eb3c07c6d4b96d505c811fea,,1,canceled/unavailable,2018-02-03,31.71
RT_23fdd0e16ad79ceab4e5f407772d64fa,23fdd0e16ad79ceab4e5f407772d64fa,,1,canceled/unavailable,2017-03-20,201.61
RT_f823e090c5fffc41f7a863aa7c66e34a,f823e090c5fffc41f7a863aa7c66e34a,,1,canceled/unavailable,2017-12-04,814.6
RT_815c1f60c4896764d6d70b7fea63863b,815c1f60c4896764d6d70b7fea63863b,,1,canceled/unavailable,2017-11-21,27.68
RT_d8198b1933966d7baf7a7d758bdde142,d8198b1933966d7baf7a7d758bdde142,,1,canceled/unavailable,2017-08-09,31.75
RT_ca9d82b594244464dddfac0959180268,ca9d82b594244464dddfac0959180268,,1,canceled/unavailable,2017-08-09,164.62
RT_ce0a53468ddde09e79f73edba370ceec,ce0a53468ddde09e79f73edba370ceec,,1,canceled/unavailable,2018-02-08,81.89
RT_a84212c880e5635e2a0888ba25c027c7,a84212c880e5635e2a0888ba25c027c7,,1,canceled/unavailable,2018-05-11,96.49
RT_940018724d5c0c1847f642dc1d8d0ea2,940018724d5c0c1847f642dc1d8d0ea2,,1,canceled/unavailable,2018-04-19,454.31
RT_2bc76dc101f9fa63d195e341cd11a649,2bc76dc101f9fa63d195e341cd11a649,,1,canceled/unavailable,2018-02-22,35.24
RT_e9f308c243d53135de5a481bf3a9cb86,e9f308c243d53135de5a481bf3a9cb86,,1,canceled/unavailable,2018-02-10,56.78
RT_a0f2f8b0523207a13f02225bc812ed23,a0f2f8b0523207a13f02225bc812ed23,,1,canceled/unavailable,2018-07-31,74.18
RT_5f787bb3e0a01a4f347192157c036791,5f787bb3e0a01a4f347192157c036791,,1,canceled/unavailable,2017-03-13,82.55
RT_f7b13a5afd48ca5bcf589a25d5377b00,f7b13a5afd48ca5bcf589a25d5377b00,,1,canceled/unavailable,2018-07-12,2404.72
RT_eb3c2af8fb549b98c453e7bfb641da91,eb3c2af8fb549b98c453e7bfb641da91,,1,canceled/unavailable,2017-05-09,127.92
RT_60d7d8686099e4682199966963c66ae2,60d7d8686099e4682199966963c66ae2,,1,canceled/unavailable,2018-07-13,105.85
RT_a3beebf1efa956ba70cf01a80c483367,a3beebf1efa956ba70cf01a80c483367,,1,canceled/unavailable,2017-10-12,87.64
RT_1469262ec8414d0e3f821bda79cf14cc,1469262ec8414d0e3f821bda79cf14cc,,1,canceled/unavailable,2018-07-16,54.27
RT_6683aa4f73f7869ec65ebeeef53f700b,6683aa4f73f7869ec65ebeeef53f700b,,1,canceled/unavailable,2017-04-26,144.3
RT_ad9a8214948a5bbd4fa03af2ea598a20,ad9a8214948a5bbd4fa03af2ea598a20,,1,canceled/unavailable,2017-05-07,340.2
RT_9aeaadde646cd9e4c51638f24ecf63cb,9aeaadde646cd9e4c51638f24ecf63cb,,1,canceled/unavailable,2018-02-09,24.78
RT_1a41f24ba682e06e82dd1ce5f77b6f5e,1a41f24ba682e06e82dd1ce5f77b6f5e,,1,canceled/unavailable,2017-07-09,54.27
RT_60f0f4f310904e1d0c7d41224fcb45d6,60f0f4f310904e1d0c7d41224fcb45d6,,1,canceled/unavailable,2017-08-02,30.09
RT_4d59cc2a2e7bb6c0a851725f5888a9b5,4d59cc2a2e7bb6c0a851725f5888a9b5,,1,canceled/unavailable,2018-09-06,69.46
RT_98e38b5d59b358aaf4d5a08ca9814883,98e38b5d59b358aaf4d5a08ca9814883,,1,canceled/unavailable,2017-02-07,85.6
RT_7582b8c10039cceafcfe7b13e41a91e2,7582b8c10039cceafcfe7b13e41a91e2,,1,canceled/unavailable,2018-02-07,40.0
RT_7c496cea7613c2efe6033e93e573347f,7c496cea7613c2efe6033e93e573347f,,1,canceled/unavailable,2017-11-23,64.55
RT_52dfaf3e430903d40571c0eb44d324b5,52dfaf3e430903d40571c0eb44d324b5,,1,canceled/unavailable,2017-02-16,123.44
RT_936a199847ccb47438d3ae454d5e18d1,936a199847ccb47438d3ae454d5e18d1,,1,canceled/unavailable,2018-02-02,45.09
RT_2c885b285dce307562d7f4caae89c6dc,2c885b285dce307562d7f4caae89c6dc,,1,canceled/unavailable,2017-09-07,2039.44
RT_61839bad7238b99a645d22f47028722c,61839bad7238b99a645d22f47028722c,,1,canceled/unavailable,2017-10-06,91.66
RT_d688c0804e20281bdd7c7c864fe300fb,d688c0804e20281bdd7c7c864fe300fb,,1,canceled/unavailable,2018-05-22,35.23
RT_4a5cf649e3eb500fc079aace5f03583e,4a5cf649e3eb500fc079aace5f03583e,,1,canceled/unavailable,2018-03-05,166.68
RT_1770ee9dc600eccda7bfb6c56562b91d,1770ee9dc600eccda7bfb6c56562b91d,,1,canceled/unavailable,2017-08-22,120.38
RT_8f367420ab5fc7305b7383f29ef4ed4e,8f367420ab5fc7305b7383f29ef4ed4e,,1,canceled/unavailable,2018-01-30,90.28
RT_847e04c1fabd29748790e74c1430c603,847e04c1fabd29748790e74c1430c603,,1,canceled/unavailable,2018-08-06,49.11000000000001
RT_cdcdab9c657011a188471120c6c6accf,cdcdab9c657011a188471120c6c6accf,,1,canceled/unavailable,2017-09-13,276.48
RT_d6bf93d827293f0b9a1582be0719a1e3,d6bf93d827293f0b9a1582be0719a1e3,,1,canceled/unavailable,2017-09-20,63.53
RT_b210c676cae65f95f7e08a49d195e1a1,b210c676cae65f95f7e08a49d195e1a1,,1,canceled/unavailable,2017-07-21,85.14
RT_8a02df0db15a7e4f1ba462a2b939a532,8a02df0db15a7e4f1ba462a2b939a532,,1,canceled/unavailable,2017-10-22,62.88
RT_81b7c7bbc8ec003eeb67d87441a6a148,81b7c7bbc8ec003eeb67d87441a6a148,,1,canceled/unavailable,2018-08-20,92.76
RT_b4ef4b05fef13db5a94b0ccd497c521c,b4ef4b05fef13db5a94b0ccd497c521c,,1,canceled/unavailable,2018-07-12,119.18
RT_f489dacdbad0317b1ac5e2c190b3ed26,f489dacdbad0317b1ac5e2c190b3ed26,,1,canceled/unavailable,2017-11-13,64.01
RT_5ae7a6fa175ab7b180b6c0142e5466e9,5ae7a6fa175ab7b180b6c0142e5466e9,,1,canceled/unavailable,2017-02-03,105.14
RT_3656e5952194117e323c383e559941a3,3656e5952194117e323c383e559941a3,,1,canceled/unavailable,2017-09-15,97.8
RT_5034308872e3b0e7c30ab14859feef53,5034308872e3b0e7c30ab14859feef53,,1,canceled/unavailable,2018-01-18,143.22
RT_798738fb83403d78d10892ac46cf8065,798738fb83403d78d10892ac46cf8065,,1,canceled/unavailable,2018-01-24,112.8
RT_24c30ddeb5a4b85a61bbb58b9e3d66c9,24c30ddeb5a4b85a61bbb58b9e3d66c9,,1,canceled/unavailable,2018-08-07,50.45
RT_2aaab7e991347226dbda1f61c6785f88,2aaab7e991347226dbda1f61c6785f88,,1,canceled/unavailable,2018-07-25,86.9
RT_736dca37c6d52d16556556bdd7d208ff,736dca37c6d52d16556556bdd7d208ff,,1,canceled/unavailable,2017-12-04,112.14
RT_f1ee3463a2c0ddd328a63ac9db6af746,f1ee3463a2c0ddd328a63ac9db6af746,,1,canceled/unavailable,2018-03-15,95.43
RT_5c5bada3b8df98250966f5a7a584657d,5c5bada3b8df98250966f5a7a584657d,,1,canceled/unavailable,2017-11-06,57.67
RT_15ec3d48383c58c0dc96cd66f8884630,15ec3d48383c58c0dc96cd66f8884630,,1,canceled/unavailable,2018-08-23,122.38
RT_294bc47f2c556ebbec32a74c4811efd5,294bc47f2c556ebbec32a74c4811efd5,,1,canceled/unavailable,2018-02-26,53.0
RT_f3c5d914eec90079a826c2b5ea7fe6bc,f3c5d914eec90079a826c2b5ea7fe6bc,,1,canceled/unavailable,2018-01-26,72.66
RT_b85825cdbdab14cc17f2e159f0fba217,b85825cdbdab14cc17f2e159f0fba217,,1,canceled/unavailable,2018-07-21,174.86
RT_232674aa2334edfdd9c2dbe346291712,232674aa2334edfdd9c2dbe346291712,,1,canceled/unavailable,2017-11-09,40.77
RT_dd1341091b6a6b619079944b4aa45eb7,dd1341091b6a6b619079944b4aa45eb7,,1,canceled/unavailable,2017-09-23,33.68
RT_410d704bdcbe2893fd5ad73fe8166f43,410d704bdcbe2893fd5ad73fe8166f43,,1,canceled/unavailable,2017-12-10,213.91
RT_c3514a3dc150acbbf0ab547f1cdc1fe4,c3514a3dc150acbbf0ab547f1cdc1fe4,,1,canceled/unavailable,2017-09-16,327.49
RT_5e30dcb2e114da32afe2f0942750616a,5e30dcb2e114da32afe2f0942750616a,,1,canceled/unavailable,2018-04-06,327.39
RT_33fe1cb532ac16a48902980e00c26da6,33fe1cb532ac16a48902980e00c26da6,,1,canceled/unavailable,2017-07-25,65.0
RT_b6d6730512437da0a234e99ea7885212,b6d6730512437da0a234e99ea7885212,,1,canceled/unavailable,2017-09-04,145.64
RT_65fc7195f2f70e60bd81a12c69d7389d,65fc7195f2f70e60bd81a12c69d7389d,,1,canceled/unavailable,2017-07-25,410.03
RT_df8c077268f7f3baaac0892eb3143642,df8c077268f7f3baaac0892eb3143642,,1,canceled/unavailable,2017-02-01,174.54
RT_fa5dc4c3b8326a0da88dc49b20e0ed27,fa5dc4c3b8326a0da88dc49b20e0ed27,,1,canceled/unavailable,2017-11-17,190.48
RT_0d3adebce4bebc1f80a7f36e9833f497,0d3adebce4bebc1f80a7f36e9833f497,,1,canceled/unavailable,2018-09-03,94.63
RT_930f7f40db5f938e56fbc1bdcd1bb28b,930f7f40db5f938e56fbc1bdcd1bb28b,,1,canceled/unavailable,2018-02-16,114.35
RT_f87f3a5e91df877dc36b65fb69ff2465,f87f3a5e91df877dc36b65fb69ff2465,,1,canceled/unavailable,2018-07-30,52.73
RT_bfb074fa3d43b5b13e7a67203ebdedf5,bfb074fa3d43b5b13e7a67203ebdedf5,,1,canceled/unavailable,2017-05-12,173.22
RT_9bc5c73ed95bec088ff04d924946fa45,9bc5c73ed95bec088ff04d924946fa45,,1,canceled/unavailable,2018-01-14,427.9
RT_4a44e928d587e7cd7068ea354471c477,4a44e928d587e7cd7068ea354471c477,,1,canceled/unavailable,2018-06-05,23.29
RT_00ae7a8b4936674ebb701d4a23719a79,00ae7a8b4936674ebb701d4a23719a79,,1,canceled/unavailable,2018-05-09,37.16
RT_b837d07aca063bfa379766bb6740fdf9,b837d07aca063bfa379766bb6740fdf9,,1,canceled/unavailable,2018-05-06,105.08
RT_4a0d049ee6c82b3348a21bb211c0a44d,4a0d049ee6c82b3348a21bb211c0a44d,,1,canceled/unavailable,2017-06-07,67.88
RT_115b01b1f77f0e02812425b6f5cd8f2f,115b01b1f77f0e02812425b6f5cd8f2f,,1,canceled/unavailable,2018-01-19,213.59
RT_a9957adf297a6be5e8625b3e93329c6d,a9957adf297a6be5e8625b3e93329c6d,,1,canceled/unavailable,2017-03-06,1438.23
RT_0990477f1481cdf40c00d57bb13a1c9b,0990477f1481cdf40c00d57bb13a1c9b,,1,canceled/unavailable,2017-04-20,142.71
RT_642a8a89c36a8b2f4884cd8e68168247,642a8a89c36a8b2f4884cd8e68168247,,1,canceled/unavailable,2017-11-06,71.72
RT_842784b3b697f1dbb51781a20352709a,842784b3b697f1dbb51781a20352709a,,1,canceled/unavailable,2017-09-05,70.67
RT_2c9c2c96702997c879d75f927b76165e,2c9c2c96702997c879d75f927b76165e,,1,canceled/unavailable,2017-09-24,25.9
RT_6c16d886be4fe03174a289a4ca70a775,6c16d886be4fe03174a289a4ca70a775,,1,canceled/unavailable,2018-06-05,107.55
RT_2e8a59579f027832343436a97c22499b,2e8a59579f027832343436a97c22499b,,1,canceled/unavailable,2017-09-08,344.32
RT_47bd649b812fd8ecc28320c466974088,47bd649b812fd8ecc28320c466974088,,1,canceled/unavailable,2017-11-27,82.97
RT_fcfe1ea18aae8ae4a08253fd4060a763,fcfe1ea18aae8ae4a08253fd4060a763,,1,canceled/unavailable,2017-02-11,82.97
RT_44b4829b58167b697a69c8aa8eb64733,44b4829b58167b697a69c8aa8eb64733,,1,canceled/unavailable,2017-03-01,103.93
RT_1857e77a4bad8abb2db929f107430663,1857e77a4bad8abb2db929f107430663,,1,canceled/unavailable,2017-08-31,219.87
RT_6954eac303f94f5f51b80deb4ba7be50,6954eac303f94f5f51b80deb4ba7be50,,1,canceled/unavailable,2018-08-03,67.68
RT_b87fe28d8d70119601f63b7b131e7af0,b87fe28d8d70119601f63b7b131e7af0,,1,canceled/unavailable,2017-04-01,1520.77
RT_c8a39e88e6ff246e21f6fc93c50a2e88,c8a39e88e6ff246e21f6fc93c50a2e88,,1,canceled/unavailable,2017-05-27,109.26
RT_6feadaaee762109cbc3bfaf93254fab9,6feadaaee762109cbc3bfaf93254fab9,,1,canceled/unavailable,2017-07-02,37.77
RT_bb8edfe0742a6a0279b7dff848289568,bb8edfe0742a6a0279b7dff848289568,,1,canceled/unavailable,2018-08-30,72.98
RT_03d1edbd314ca7682ec0f3e67d3763e2,03d1edbd314ca7682ec0f3e67d3763e2,,1,canceled/unavailable,2017-06-29,74.03
RT_00bca4adac549020c1273714d04d0208,00bca4adac549020c1273714d04d0208,,1,canceled/unavailable,2017-02-14,111.3
RT_5b3367de06e5c2955a98de36a52fbe1a,5b3367de06e5c2955a98de36a52fbe1a,,1,canceled/unavailable,2017-03-07,247.26
RT_7c0659561e8e95e839b8a4f9f4b6fab9,7c0659561e8e95e839b8a4f9f4b6fab9,,1,canceled/unavailable,2018-05-19,128.5
RT_cdf36cd4632fe33085adec5cf3d6b306,cdf36cd4632fe33085adec5cf3d6b306,,1,canceled/unavailable,2017-02-25,113.87
RT_2e935fa1d39497aa0ec3f1107fbfb5b8,2e935fa1d39497aa0ec3f1107fbfb5b8,,1,canceled/unavailable,2017-09-29,18.37
RT_a9c8ac0c26c178f0ad33618f96225a01,a9c8ac0c26c178f0ad33618f96225a01,,1,canceled/unavailable,2018-07-22,1950.2
RT_a2621d414c9c28d85816bbc9f2e8980d,a2621d414c9c28d85816bbc9f2e8980d,,1,canceled/unavailable,2017-09-22,90.26
RT_02e723e8edb4a123d414f56cc9c4665e,02e723e8edb4a123d414f56cc9c4665e,,1,canceled/unavailable,2017-08-18,117.85
RT_1c95864be748aeb7e70002b2d365646f,1c95864be748aeb7e70002b2d365646f,,1,canceled/unavailable,2017-04-14,1161.47
RT_e5476d1c0a9bcc909b2f4bc24559bdde,e5476d1c0a9bcc909b2f4bc24559bdde,,1,canceled/unavailable,2017-02-13,425.07
RT_c94939ec208457c136427d40ea7bb4cf,c94939ec208457c136427d40ea7bb4cf,,1,canceled/unavailable,2017-09-06,517.64
RT_5f0dfd096a455e93ffb4ee0635b32264,5f0dfd096a455e93ffb4ee0635b32264,,1,canceled/unavailable,2018-07-29,34.35
RT_b5d4eb6b98c48a1d20e7a7663881bdd0,b5d4eb6b98c48a1d20e7a7663881bdd0,,1,canceled/unavailable,2017-10-06,74.05
RT_85fc293d3e0bf416c547c15d991e096a,85fc293d3e0bf416c547c15d991e096a,,1,canceled/unavailable,2017-12-07,516.32
RT_7525729ed75b4d65c84bf8499bef7df2,7525729ed75b4d65c84bf8499bef7df2,,1,canceled/unavailable,2017-02-22,168.16
RT_30945faa37e8264ea2815f7bf799adf0,30945faa37e8264ea2815f7bf799adf0,,1,canceled/unavailable,2017-01-31,153.21
RT_ec60e48662eb9eaf9ae685a3afa56518,ec60e48662eb9eaf9ae685a3afa56518,,1,canceled/unavailable,2018-02-21,90.3
RT_08ee9c1b1da47ffd2a7c7163aa134b16,08ee9c1b1da47ffd2a7c7163aa134b16,,1,canceled/unavailable,2017-08-04,82.92
RT_f5e0327c97a90df59977a815f6e4453c,f5e0327c97a90df59977a815f6e4453c,,1,canceled/unavailable,2017-12-06,93.55
RT_d01c5b46e00bd214519fe9f64bbb2649,d01c5b46e00bd214519fe9f64bbb2649,,1,canceled/unavailable,2017-03-13,93.72
RT_7aec7711c4f60453a59bf2f85d18187f,7aec7711c4f60453a59bf2f85d18187f,,1,canceled/unavailable,2017-10-11,234.29
RT_4fafa25ee16300a26f7ef92f3d15b58b,4fafa25ee16300a26f7ef92f3d15b58b,,1,canceled/unavailable,2018-02-09,215.06
RT_db62e0a0d6c8476c079bda2174228551,db62e0a0d6c8476c079bda2174228551,,1,canceled/unavailable,2018-08-02,25.29
RT_a229af912d66e534353b1fa59daef44b,a229af912d66e534353b1fa59daef44b,,1,canceled/unavailable,2017-10-27,258.03
RT_2db84a082bda455eb1da10727e7ca621,2db84a082bda455eb1da10727e7ca621,,1,canceled/unavailable,2018-02-02,19.78
RT_541d81a8afee2348b192cc10df37367c,541d81a8afee2348b192cc10df37367c,,1,canceled/unavailable,2018-05-07,933.12
RT_670e3b20191d3198a76069c8f9b12355,670e3b20191d3198a76069c8f9b12355,,1,canceled/unavailable,2017-02-03,72.12
RT_3addeedb2235eeb1e75dd513cd6eeb35,3addeedb2235eeb1e75dd513cd6eeb35,,1,canceled/unavailable,2018-03-21,139.96
RT_ba2821b49c92e278db491d3e19fa0556,ba2821b49c92e278db491d3e19fa0556,,1,canceled/unavailable,2017-05-02,110.3
RT_9abe82df39e950e1e0c1a5969e22571e,9abe82df39e950e1e0c1a5969e22571e,,1,canceled/unavailable,2017-03-21,74.49
RT_a3777b94ef07749f031ade4ae824ddb2,a3777b94ef07749f031ade4ae824ddb2,,1,canceled/unavailable,2017-05-30,117.07
RT_dafb12075abc3168e9addb5ccf7a02c5,dafb12075abc3168e9addb5ccf7a02c5,,1,canceled/unavailable,2017-07-16,97.78
RT_d9f0325894bf21440caaed1e42006eaa,d9f0325894bf21440caaed1e42006eaa,,1,canceled/unavailable,2017-11-12,61.19
RT_61bc37c42c68767e75243b8c2061f5aa,61bc37c42c68767e75243b8c2061f5aa,,1,canceled/unavailable,2018-01-11,111.8
RT_abfacef50a27d7cea3f2c7aa60c08245,abfacef50a27d7cea3f2c7aa60c08245,,1,canceled/unavailable,2017-09-29,45.0
RT_37ce40447807e0d3e58cc474ce549881,37ce40447807e0d3e58cc474ce549881,,1,canceled/unavailable,2018-01-27,117.04
RT_cd94dbdc801da0cd93b0c8f33663973d,cd94dbdc801da0cd93b0c8f33663973d,,1,canceled/unavailable,2018-02-21,81.51
RT_1ddedd282e921efe5e3e931f5a1369d9,1ddedd282e921efe5e3e931f5a1369d9,,1,canceled/unavailable,2017-05-25,198.2
RT_2663ce3526465b7ee9809428adabdc45,2663ce3526465b7ee9809428adabdc45,,1,canceled/unavailable,2018-08-30,71.61
RT_b8752fc264f1692031237bb715061cc4,b8752fc264f1692031237bb715061cc4,,1,canceled/unavailable,2018-02-22,68.17
RT_92d731517f17c26f16182d45498c4c3d,92d731517f17c26f16182d45498c4c3d,,1,canceled/unavailable,2016-10-05,221.84
RT_0166cc8756d58b4a30fb49de83527120,0166cc8756d58b4a30fb49de83527120,,1,canceled/unavailable,2018-02-08,37.77
RT_e3911e9d71dfe83390a806612556c49b,e3911e9d71dfe83390a806612556c49b,,1,canceled/unavailable,2017-11-13,43.6
RT_df2f177b04bac67798590bc71213dcc2,df2f177b04bac67798590bc71213dcc2,,1,canceled/unavailable,2017-11-17,248.94
RT_d8f135a040950408cd059c27a623bd97,d8f135a040950408cd059c27a623bd97,,1,canceled/unavailable,2018-03-03,177.39
RT_8c3a5781b4f217b12c76e4216007e2db,8c3a5781b4f217b12c76e4216007e2db,,1,canceled/unavailable,2018-03-20,211.26
RT_d177b7c08ed2934d5888e7fd236d42e1,d177b7c08ed2934d5888e7fd236d42e1,,1,canceled/unavailable,2017-08-17,31.77
RT_19d3484384a0e1eef23357b8c193bd86,19d3484384a0e1eef23357b8c193bd86,,1,canceled/unavailable,2017-11-02,104.35
RT_29557adf1f00504612cbebf82c843d77,29557adf1f00504612cbebf82c843d77,,1,canceled/unavailable,2017-04-22,115.36
RT_cfce0ad0c924cecbe5fde10535420084,cfce0ad0c924cecbe5fde10535420084,,1,canceled/unavailable,2017-05-07,403.36
RT_869eb48662057e0341d47dae5334b693,869eb48662057e0341d47dae5334b693,,1,canceled/unavailable,2017-10-31,74.46
RT_845f40bea2ead3894b6d95b621e108c0,845f40bea2ead3894b6d95b621e108c0,,1,canceled/unavailable,2017-02-06,80.33
RT_0b398dbb3e7c81005f3c69b01488c4c9,0b398dbb3e7c81005f3c69b01488c4c9,,1,canceled/unavailable,2017-09-27,107.84
RT_21a00b08cbeb5716bbb66105e3dbd850,21a00b08cbeb5716bbb66105e3dbd850,,1,canceled/unavailable,2018-09-10,51.17
RT_a0c1632c3bd45c48bed924a7dae3a664,a0c1632c3bd45c48bed924a7dae3a664,,1,canceled/unavailable,2018-02-17,84.14
RT_e23eaa3bc8275c392145e736dbdea275,e23eaa3bc8275c392145e736dbdea275,,1,canceled/unavailable,2017-06-18,2026.54
RT_fbb8b95a779702d51ecf6fa530a997d4,fbb8b95a779702d51ecf6fa530a997d4,,1,canceled/unavailable,2017-07-06,51.69
RT_34cea4a1fdf5fefdf4d48d7dafe53911,34cea4a1fdf5fefdf4d48d7dafe53911,,1,canceled/unavailable,2017-10-15,54.69
RT_fa6d0c0ef7a7849ab7847303d458df3c,fa6d0c0ef7a7849ab7847303d458df3c,,1,canceled/unavailable,2018-02-05,40.71
RT_6b460c25c2bb8e1323536e9e921d04a1,6b460c25c2bb8e1323536e9e921d04a1,,1,canceled/unavailable,2018-01-29,72.14
RT_a2ac6dad85cf8af5b0afb510a240fe8c,a2ac6dad85cf8af5b0afb510a240fe8c,,1,canceled/unavailable,2018-10-03,197.55
RT_d2bc174d5c413f457a21db6899afb682,d2bc174d5c413f457a21db6899afb682,,1,canceled/unavailable,2018-08-09,198.34
RT_2c990009034e1fc83904584b26b5fd25,2c990009034e1fc83904584b26b5fd25,,1,canceled/unavailable,2018-07-18,2234.7
RT_16b8c07980cc1e47a31ebb35d9222807,16b8c07980cc1e47a31ebb35d9222807,,1,canceled/unavailable,2017-05-31,580.07
RT_d05cf40cb923ba228822414cc52067c3,d05cf40cb923ba228822414cc52067c3,,1,canceled/unavailable,2017-09-23,242.67
RT_6a91f55a2fad58d1b580326cd07f5795,6a91f55a2fad58d1b580326cd07f5795,,1,canceled/unavailable,2017-08-14,35.0
RT_61a86f238895780d1ddc6344985537ef,61a86f238895780d1ddc6344985537ef,,1,canceled/unavailable,2017-11-24,53.1
RT_1a5d21f44c73693b9930d0ca33a9d0b1,1a5d21f44c73693b9930d0ca33a9d0b1,,1,canceled/unavailable,2018-08-16,236.39
RT_4641a7999ca05850ee60509c213dc8ac,4641a7999ca05850ee60509c213dc8ac,,1,canceled/unavailable,2017-11-20,162.88
RT_b2673ed6360dc341a4728dbd632f935b,b2673ed6360dc341a4728dbd632f935b,,1,canceled/unavailable,2018-06-26,28.13
RT_c609f82bcf7a90292a5940205ebd7e93,c609f82bcf7a90292a5940205ebd7e93,,1,canceled/unavailable,2018-05-13,117.78
